,Country,City,Date,Active Cases,Daily New Cases,Daily New Deaths,Newly Recovered,PM2.5,PM10,O3,NO2,SO2,CO
30,Spain,Madrid,16-03-2020,9070,1954,48,13,56,10,25,12,2,0
31,Spain,Madrid,17-03-2020,10265,1884,191,498,39,12,30,13,2,0
32,Spain,Madrid,18-03-2020,13050,2943,105,53,46,26,22,17,3,0
33,Spain,Madrid,19-03-2020,16139,3308,193,26,59,27,33,14,0,0
34,Spain,Madrid,20-03-2020,18890,3494,262,481,57,35,28,9,1,0
35,Spain,Madrid,21-03-2020,21990,3925,288,537,56,16,27,9,1,0
36,Spain,Madrid,22-03-2020,24421,3272,391,450,43,9,29,6,2,0
37,Spain,Madrid,23-03-2020,29470,6368,539,780,29,9,27,13,1,0
38,Spain,Madrid,24-03-2020,35273,6922,680,439,33,13,27,9,1,0
39,Spain,Madrid,25-03-2020,40501,7457,656,1573,36,17,31,10,1,0
40,Spain,Madrid,26-03-2020,46406,8271,718,1648,48,14,35,15,2,0
41,Spain,Madrid,27-03-2020,51224,7933,773,2342,43,13,34,10,1,0
42,Spain,Madrid,28-03-2020,54968,7516,844,2928,46,10,37,10,2,0
43,Spain,Madrid,29-03-2020,58598,6875,821,2424,39,13,38,14,3,0
44,Spain,Madrid,30-03-2020,63460,7846,913,2071,47,12,28,8,2,0
45,Spain,Madrid,31-03-2020,68200,7967,748,2479,41,8,25,13,1,0
46,Spain,Madrid,01-04-2020,72084,8195,923,3388,32,10,30,13,2,0
47,Spain,Madrid,02-04-2020,74974,7947,961,4096,37,10,29,14,2,0
48,Spain,Madrid,03-04-2020,77488,7134,850,3770,35,11,36,12,2,0
49,Spain,Madrid,04-04-2020,80002,6969,749,3706,39,11,34,10,2,0
50,Spain,Madrid,05-04-2020,80925,5478,694,3861,42,14,34,5,2,0
51,Spain,Madrid,06-04-2020,82897,5029,700,2357,45,17,26,8,1,0
52,Spain,Madrid,07-04-2020,84689,5267,704,2771,56,26,24,13,0,0
53,Spain,Madrid,08-04-2020,85407,6278,747,4813,81,19,30,12,0,0
54,Spain,Madrid,09-04-2020,85610,5002,655,4144,61,18,29,9,1,0
55,Spain,Madrid,10-04-2020,86524,5051,634,3503,56,16,22,6,0,0
56,Argentina,Buenos Aires,15-02-2020,0,null,0,0,37,null,null,null,null,null
57,Argentina,Buenos Aires,16-02-2020,0,null,0,0,null,null,null,null,null,null
58,Argentina,Buenos Aires,17-02-2020,0,null,0,0,null,8,15,null,14,0
59,Argentina,Buenos Aires,18-02-2020,0,null,0,0,19,9,13,null,13,0
60,Argentina,Buenos Aires,19-02-2020,0,null,0,0,24,17,13,null,14,0
61,Argentina,Buenos Aires,20-02-2020,0,null,0,0,45,18,10,null,11,0
62,Argentina,Buenos Aires,21-02-2020,0,null,0,0,47,18,9,null,10,0
63,Argentina,Buenos Aires,22-02-2020,0,null,0,0,50,null,null,null,null,null
64,Argentina,Buenos Aires,23-02-2020,0,null,0,0,null,null,null,null,null,null
65,Argentina,Buenos Aires,24-02-2020,0,null,0,0,null,12,6,null,21,0
66,Argentina,Buenos Aires,25-02-2020,0,null,0,0,32,22,10,null,13,0
67,Argentina,Buenos Aires,26-02-2020,0,null,0,0,58,15,10,null,15,0
68,Argentina,Buenos Aires,27-02-2020,0,null,0,0,46,12,8,null,17,0
69,Argentina,Buenos Aires,28-02-2020,0,null,0,0,36,19,11,null,1,0
70,Argentina,Buenos Aires,29-02-2020,0,null,0,0,53,13,9,null,1,0
71,Argentina,Buenos Aires,01-03-2020,0,null,0,0,40,14,13,null,2,0
72,Argentina,Buenos Aires,02-03-2020,0,null,0,0,41,18,9,null,4,0
73,Argentina,Buenos Aires,03-03-2020,1,null,0,0,50,17,8,null,3,null
74,Argentina,Buenos Aires,04-03-2020,1,0,0,0,45,16,8,null,3,0
75,Argentina,Buenos Aires,05-03-2020,2,1,0,0,45,12,8,null,6,null
76,Argentina,Buenos Aires,06-03-2020,8,6,0,0,33,11,8,null,3,0
77,Argentina,Buenos Aires,07-03-2020,8,1,0,0,33,14,8,null,5,null
78,Argentina,Buenos Aires,08-03-2020,11,3,0,0,41,19,10,null,4,0
79,Argentina,Buenos Aires,09-03-2020,16,5,0,0,52,29,7,null,0,0
80,Argentina,Buenos Aires,10-03-2020,18,2,0,0,74,15,9,null,0,0
81,Argentina,Buenos Aires,11-03-2020,20,2,0,0,44,7,7,null,null,null
82,Argentina,Buenos Aires,12-03-2020,30,10,0,0,22,16,13,null,1,0
83,Argentina,Buenos Aires,13-03-2020,32,3,1,0,45,13,10,null,0,0
84,Argentina,Buenos Aires,14-03-2020,43,11,0,0,29,11,5,null,0,0
85,Argentina,Buenos Aires,15-03-2020,51,11,0,3,30,13,8,null,null,0
86,Argentina,Buenos Aires,16-03-2020,60,9,0,0,36,9,7,null,0,0
87,Argentina,Buenos Aires,17-03-2020,74,14,0,0,31,8,5,null,0,null
88,Argentina,Buenos Aires,18-03-2020,92,18,0,0,21,4,9,null,null,0
89,Argentina,Buenos Aires,19-03-2020,122,31,1,0,13,11,9,null,null,0
90,Argentina,Buenos Aires,20-03-2020,152,30,0,0,29,19,9,null,0,0
91,Argentina,Buenos Aires,21-03-2020,151,0,1,0,44,13,9,null,1,null
92,Argentina,Buenos Aires,22-03-2020,235,108,0,24,25,6,8,null,2,null
93,Argentina,Buenos Aires,23-03-2020,246,35,0,24,15,5,9,null,2,null
94,Argentina,Buenos Aires,24-03-2020,329,86,2,1,14,10,8,null,2,null
95,Argentina,Buenos Aires,25-03-2020,442,115,2,0,26,9,11,null,0,0
96,Argentina,Buenos Aires,26-03-2020,505,87,4,20,23,9,9,null,0,null
97,Argentina,Buenos Aires,27-03-2020,504,0,1,0,28,10,7,null,0,null
98,Argentina,Buenos Aires,28-03-2020,654,156,6,0,28,11,7,null,0,null
99,Argentina,Buenos Aires,29-03-2020,709,75,1,19,30,12,14,null,1,null
100,Argentina,Buenos Aires,30-03-2020,569,0,3,137,27,12,9,null,0,null
101,Argentina,Buenos Aires,31-03-2020,787,234,4,12,33,6,8,null,0,null
102,Argentina,Buenos Aires,01-04-2020,853,79,5,8,19,6,7,null,0,null
103,Argentina,Buenos Aires,02-04-2020,973,132,4,8,19,7,11,null,null,0
104,Argentina,Buenos Aires,03-04-2020,1045,88,6,10,17,10,8,null,0,0
105,Argentina,Buenos Aires,04-04-2020,1129,98,1,13,30,8,11,null,3,0
106,Argentina,Buenos Aires,05-04-2020,1228,103,3,1,23,7,8,null,3,null
107,Argentina,Buenos Aires,06-04-2020,1250,74,7,45,16,14,13,null,0,null
108,Argentina,Buenos Aires,07-04-2020,1317,87,7,13,33,13,13,null,null,0
109,Argentina,Buenos Aires,08-04-2020,1372,80,5,20,36,19,13,null,null,0
110,Argentina,Buenos Aires,09-04-2020,1450,99,14,7,55,14,10,null,2,null
111,Argentina,Buenos Aires,10-04-2020,1518,81,3,10,41,21,10,null,1,null
112,China,Beijing,22-01-2020,554,null,0,0,132,60,17,26,5,11
113,China,Beijing,23-01-2020,771,259,8,34,158,51,31,18,4,9
114,China,Beijing,24-01-2020,1208,457,16,4,126,62,33,8,3,6
115,China,Beijing,25-01-2020,1870,688,15,11,154,99,31,14,5,8
116,China,Beijing,26-01-2020,2613,769,24,2,206,108,31,21,7,16
117,China,Beijing,27-01-2020,4349,1771,26,9,231,null,33,21,8,19
118,China,Beijing,28-01-2020,5739,1459,26,43,235,null,48,21,8,20
119,China,Beijing,29-01-2020,7417,1737,38,21,245,38,34,17,5,12
120,China,Beijing,30-01-2020,9308,1981,43,47,154,50,35,15,3,8
121,China,Beijing,31-01-2020,11289,2099,46,72,133,41,33,17,3,9
122,China,Beijing,01-02-2020,13748,2589,45,85,120,14,32,4,1,3
123,China,Beijing,02-02-2020,16369,2825,57,147,30,25,28,5,1,3
124,China,Beijing,03-02-2020,19383,3235,64,157,85,24,29,6,1,2
125,China,Beijing,04-02-2020,22942,3884,65,260,79,19,29,6,1,2
126,China,Beijing,05-02-2020,26302,3694,73,261,38,33,19,10,1,6
127,China,Beijing,06-02-2020,28985,3143,73,387,87,31,17,10,2,10
128,China,Beijing,07-02-2020,31774,3385,86,510,119,2,18,16,2,10
129,China,Beijing,08-02-2020,33738,2652,89,599,160,24,31,17,3,9
130,China,Beijing,09-02-2020,35982,2973,97,632,127,null,23,23,1,13
131,China,Beijing,10-02-2020,37626,2467,108,715,193,null,35,25,2,13
132,China,Beijing,11-02-2020,38791,2015,97,753,195,null,41,28,5,23
